Caller Method,Caller Library,Virtual Callee Method,Actual Callee Method,Callee Library,Count
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$OrExprContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7557
com.tngtech.java.junit.dataprovider.internal.TestGenerator::explodeTestMethod(Lorg/junit/runners/model/FrameworkMethod;Lcom/tngtech/java/junit/dataprovider/DataProvider;)Ljava/util/List;,junit-dataprovider-1.10.2,com.tngtech.java.junit.dataprovider.DataProvider::value()[Ljava/lang/String;,com.sun.proxy.$Proxy16::value()[Ljava/lang/String;,com.sun.proxy,4
org.junit.runners.BlockJUnit4ClassRunner::withAfters(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getTestClass()Lorg/junit/runners/model/TestClass;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTestClass()Lorg/junit/runners/model/TestClass;,junit-dataprovider-1.10.2,25
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$FunctionNameContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,10
org.junit.runners.BlockJUnit4ClassRunner::testName(Lorg/junit/runners/model/FrameworkMethod;)Ljava/lang/String;,junit-4.12,org.junit.runners.model.FrameworkMethod::getName()Ljava/lang/String;,com.tngtech.java.junit.dataprovider.DataProviderFrameworkMethod::getName()Ljava/lang/String;,junit-dataprovider-1.10.2,17
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$AbsoluteLocationPathNorootContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,32
org.seimicrawler.xpath.core.XpathProcessor::visitAxisSpecifier(Lorg/seimicrawler/xpath/antlr/XpathParser$AxisSpecifierContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.antlr.v4.runtime.tree.TerminalNode::getText()Ljava/lang/String;,org.antlr.v4.runtime.tree.TerminalNodeImpl::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,86
org.junit.runners.BlockJUnit4ClassRunner::collectInitializationErrors(Ljava/util/List;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::validateNoNonStaticInnerClass(Ljava/util/List;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::validateNoNonStaticInnerClass(Ljava/util/List;)V,junit-dataprovider-1.10.2,1
org.junit.runners.BlockJUnit4ClassRunner::methodBlock(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::withRules(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,com.tngtech.java.junit.dataprovider.DataProviderRunner::withRules(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-dataprovider-1.10.2,25
org.junit.runners.ParentRunner::access$000(Lorg/junit/runners/ParentRunner;Lorg/junit/runner/notification/RunNotifier;)V,junit-4.12,org.junit.runners.ParentRunner::runChildren(Lorg/junit/runner/notification/RunNotifier;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::runChildren(Lorg/junit/runner/notification/RunNotifier;)V,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$PrimaryExprContext::setAltNumber(I)V,JsoupXpath-2.4.3,60
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$AbsoluteLocationPathNorootContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,32
org.antlr.v4.runtime.Parser::reset()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::getInterpreter()Lorg/antlr/v4/runtime/atn/ATNSimulator;,org.seimicrawler.xpath.antlr.XpathParser::getInterpreter()Lorg/antlr/v4/runtime/atn/ATNSimulator;,JsoupXpath-2.4.3,31
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$AndExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,95
org.seimicrawler.xpath.antlr.XpathParser::filterExpr()Lorg/seimicrawler/xpath/antlr/XpathParser$FilterExprContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,60
org.seimicrawler.xpath.core.node.Text$1::head(Lorg/jsoup/nodes/Node;I)V,JsoupXpath-2.4.3,org.jsoup.nodes.TextNode::getWholeText()Ljava/lang/String;,org.jsoup.nodes.TextNode::getWholeText()Ljava/lang/String;,jsoup-1.13.1,137
org.junit.runners.ParentRunner::validateClassRules(Ljava/util/List;)V,junit-4.12,org.junit.runners.ParentRunner::getTestClass()Lorg/junit/runners/model/TestClass;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTestClass()Lorg/junit/runners/model/TestClass;,junit-dataprovider-1.10.2,2
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$RelationalExprContext::setAltNumber(I)V,JsoupXpath-2.4.3,116
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$MainContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,31
org.seimicrawler.xpath.antlr.XpathParser::locationPath()Lorg/seimicrawler/xpath/antlr/XpathParser$LocationPathContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,64
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$AdditiveExprContext::setAltNumber(I)V,JsoupXpath-2.4.3,120
com.tngtech.java.junit.dataprovider.internal.TestValidator::validateDataProviderMethod(Lorg/junit/runners/model/FrameworkMethod;Lcom/tngtech/java/junit/dataprovider/DataProvider;Ljava/util/List;)V,junit-dataprovider-1.10.2,org.junit.runners.model.FrameworkMethod::getMethod()Ljava/lang/reflect/Method;,org.junit.runners.model.FrameworkMethod::getMethod()Ljava/lang/reflect/Method;,junit-4.12,1
org.junit.runners.ParentRunner::applyValidators(Ljava/util/List;)V,junit-4.12,org.junit.runners.ParentRunner::getTestClass()Lorg/junit/runners/model/TestClass;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTestClass()Lorg/junit/runners/model/TestClass;,junit-dataprovider-1.10.2,3
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$MultiplicativeExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,125
org.seimicrawler.xpath.core.XValue::exprStr()Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.apache.commons.lang3.StringUtils::removeStart(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.lang3.StringUtils::removeStart(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,commons-lang3-3.3.2,26620
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$NameTestContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,22404
org.antlr.v4.runtime.DefaultErrorStrategy::sync(Lorg/antlr/v4/runtime/Parser;)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::getContext()Lorg/antlr/v4/runtime/ParserRuleContext;,org.seimicrawler.xpath.antlr.XpathParser::getContext()Lorg/antlr/v4/runtime/ParserRuleContext;,JsoupXpath-2.4.3,335
org.jsoup.parser.HtmlTreeBuilder::clearStackToContext([Ljava/lang/String;)V,jsoup-1.13.1,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,jsoup-1.10.3,594
org.antlr.v4.runtime.Lexer::nextToken()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Lexer::getInterpreter()Lorg/antlr/v4/runtime/atn/ATNSimulator;,org.seimicrawler.xpath.antlr.XpathLexer::getInterpreter()Lorg/antlr/v4/runtime/atn/ATNSimulator;,JsoupXpath-2.4.3,1800
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$FunctionCallContext::setAltNumber(I)V,JsoupXpath-2.4.3,10
ch.qos.logback.classic.BasicConfigurator::configure(Lch/qos/logback/classic/LoggerContext;)V,logback-classic-1.2.3,ch.qos.logback.core.ConsoleAppender::start()V,ch.qos.logback.core.ConsoleAppender::start()V,logback-core-1.2.3,1
org.seimicrawler.xpath.core.node.AllText::call(Lorg/seimicrawler/xpath/core/Scope;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,jsoup-1.13.1,89
ch.qos.logback.classic.Logger::appendLoopOnAppenders(Lch/qos/logback/classic/spi/ILoggingEvent;)I,logback-classic-1.2.3,ch.qos.logback.core.spi.AppenderAttachableImpl::appendLoopOnAppenders(Ljava/lang/Object;)I,ch.qos.logback.core.spi.AppenderAttachableImpl::appendLoopOnAppenders(Ljava/lang/Object;)I,logback-core-1.2.3,487
org.jsoup.parser.HtmlTreeBuilder::inSpecificScope([Ljava/lang/String;[Ljava/lang/String;[Ljava/lang/String;)Z,jsoup-1.13.1,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,jsoup-1.10.3,393797
org.seimicrawler.xpath.antlr.XpathParser::nCName()Lorg/seimicrawler/xpath/antlr/XpathParser$NCNameContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,258
org.seimicrawler.xpath.JXNode::asString()Ljava/lang/String;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::ownText()Ljava/lang/String;,org.jsoup.nodes.Element::ownText()Ljava/lang/String;,jsoup-1.13.1,61
org.seimicrawler.xpath.antlr.XpathParser::multiplicativeExpr()Lorg/seimicrawler/xpath/antlr/XpathParser$MultiplicativeExprContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,org.antlr.v4.runtime.CommonTokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,2
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$MainContext::setAltNumber(I)V,JsoupXpath-2.4.3,31
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$QNameContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,129
org.antlr.v4.runtime.Parser::match(I)Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::getCurrentToken()Lorg/antlr/v4/runtime/Token;,org.seimicrawler.xpath.antlr.XpathParser::getCurrentToken()Lorg/antlr/v4/runtime/Token;,JsoupXpath-2.4.3,315
org.junit.internal.runners.statements.InvokeMethod::evaluate()V,junit-4.12,org.junit.runners.model.FrameworkMethod::invokeExplosively(Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;,com.tngtech.java.junit.dataprovider.DataProviderFrameworkMethod::invokeExplosively(Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;,junit-dataprovider-1.10.2,17
org.seimicrawler.xpath.core.XpathProcessor::visitStep(Lorg/seimicrawler/xpath/antlr/XpathParser$StepContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::size()I,org.jsoup.select.Elements::size()I,jsoup-1.13.1,6829
org.junit.runners.BlockJUnit4ClassRunner::runChild(Ljava/lang/Object;Lorg/junit/runner/notification/RunNotifier;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::runChild(Lorg/junit/runners/model/FrameworkMethod;Lorg/junit/runner/notification/RunNotifier;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::runChild(Lorg/junit/runners/model/FrameworkMethod;Lorg/junit/runner/notification/RunNotifier;)V,junit-dataprovider-1.10.2,25
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$UnionExprNoRootContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,1
org.seimicrawler.xpath.core.axis.AncestorSelector::apply(Lorg/jsoup/select/Elements;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::parents()Lorg/jsoup/select/Elements;,org.jsoup.nodes.Element::parents()Lorg/jsoup/select/Elements;,jsoup-1.13.1,5
ch.qos.logback.core.util.StatusPrinter::printInCaseOfErrorsOrWarnings(Lch/qos/logback/core/Context;J)V,logback-core-1.2.3,ch.qos.logback.core.Context::getStatusManager()Lch/qos/logback/core/status/StatusManager;,ch.qos.logback.classic.LoggerContext::getStatusManager()Lch/qos/logback/core/status/StatusManager;,logback-classic-1.2.3,1
org.junit.runners.ParentRunner::collectInitializationErrors(Ljava/util/List;)V,junit-4.12,org.junit.runners.ParentRunner::validatePublicVoidNoArgMethods(Ljava/lang/Class;ZLjava/util/List;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::validatePublicVoidNoArgMethods(Ljava/lang/Class;ZLjava/util/List;)V,junit-dataprovider-1.10.2,2
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$QNameContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7686
org.seimicrawler.xpath.core.XpathProcessor::visitEqualityExpr(Lorg/seimicrawler/xpath/antlr/XpathParser$EqualityExprContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.antlr.v4.runtime.Token::getText()Ljava/lang/String;,org.antlr.v4.runtime.CommonToken::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,5535
ch.qos.logback.classic.util.ContextInitializer::findURLOfDefaultConfigurationFile(Z)Ljava/net/URL;,logback-classic-1.2.3,ch.qos.logback.core.util.Loader::getClassLoaderOfObject(Ljava/lang/Object;)Ljava/lang/ClassLoader;,ch.qos.logback.core.util.Loader::getClassLoaderOfObject(Ljava/lang/Object;)Ljava/lang/ClassLoader;,logback-core-1.2.3,1
org.seimicrawler.xpath.core.node.Text::call(Lorg/seimicrawler/xpath/core/Scope;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::add(Ljava/lang/Object;)Z,org.jsoup.select.Elements::add(Ljava/lang/Object;)Z,jsoup-1.13.1,50
org.jsoup.parser.HtmlTreeBuilderState$14::process(Lorg/jsoup/parser/Token;Lorg/jsoup/parser/HtmlTreeBuilder;)Z,jsoup-1.13.1,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,jsoup-1.10.3,162
com.tngtech.java.junit.dataprovider.internal.TestValidator::validateDataProviderMethod(Lorg/junit/runners/model/FrameworkMethod;Lcom/tngtech/java/junit/dataprovider/DataProvider;Ljava/util/List;)V,junit-dataprovider-1.10.2,org.junit.runners.model.FrameworkMethod::getName()Ljava/lang/String;,org.junit.runners.model.FrameworkMethod::getName()Ljava/lang/String;,junit-4.12,1
com.tngtech.java.junit.dataprovider.internal.TestValidator::validateTestMethod(Lorg/junit/runners/model/FrameworkMethod;Ljava/util/List;)V,junit-dataprovider-1.10.2,org.junit.runners.model.FrameworkMethod::getMethod()Ljava/lang/reflect/Method;,org.junit.runners.model.FrameworkMethod::getMethod()Ljava/lang/reflect/Method;,junit-4.12,5
ch.qos.logback.classic.util.ContextInitializer::statusOnResourceSearch(Ljava/lang/String;Ljava/lang/ClassLoader;Ljava/net/URL;)V,logback-classic-1.2.3,ch.qos.logback.core.status.StatusManager::add(Lch/qos/logback/core/status/Status;)V,ch.qos.logback.core.BasicStatusManager::add(Lch/qos/logback/core/status/Status;)V,logback-core-1.2.3,3
org.jsoup.select.NodeTraversor::traverse(Lorg/jsoup/nodes/Node;)V,jsoup-1.13.1,org.jsoup.select.NodeVisitor::tail(Lorg/jsoup/nodes/Node;I)V,org.seimicrawler.xpath.core.node.Text$1::tail(Lorg/jsoup/nodes/Node;I)V,JsoupXpath-2.4.3,264
ch.qos.logback.classic.spi.LoggingEvent::getFormattedMessage()Ljava/lang/String;,logback-classic-1.2.3,org.slf4j.helpers.FormattingTuple::getMessage()Ljava/lang/String;,org.slf4j.helpers.FormattingTuple::getMessage()Ljava/lang/String;,slf4j-api-1.7.25,32
org.seimicrawler.xpath.core.XpathProcessor::visitPrimaryExpr(Lorg/seimicrawler/xpath/antlr/XpathParser$PrimaryExprContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.apache.commons.lang3.math.NumberUtils::createDouble(Ljava/lang/String;)Ljava/lang/Double;,org.apache.commons.lang3.math.NumberUtils::createDouble(Ljava/lang/String;)Ljava/lang/Double;,commons-lang3-3.3.2,399
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$AbsoluteLocationPathNorootContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,32
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$AbsoluteLocationPathNorootContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,32
org.junit.runners.BlockJUnit4ClassRunner::runChild(Lorg/junit/runners/model/FrameworkMethod;Lorg/junit/runner/notification/RunNotifier;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::methodBlock(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runners/model/Statement;,com.tngtech.java.junit.dataprovider.DataProviderRunner::methodBlock(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runners/model/Statement;,junit-dataprovider-1.10.2,25
org.seimicrawler.xpath.core.Scope::singleEl()Lorg/jsoup/nodes/Element;,JsoupXpath-2.4.3,org.jsoup.select.Elements::size()I,org.jsoup.select.Elements::size()I,jsoup-1.13.1,6908
org.antlr.v4.runtime.RuleContext::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::getText()Ljava/lang/String;,org.seimicrawler.xpath.antlr.XpathParser$NCNameContext::getText()Ljava/lang/String;,JsoupXpath-2.4.3,7468
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$QNameContext::setAltNumber(I)V,JsoupXpath-2.4.3,129
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$UnionExprNoRootContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,13373
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$NodeTestContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7694
ch.qos.logback.classic.util.ContextInitializer::getResource(Ljava/lang/String;Ljava/lang/ClassLoader;Z)Ljava/net/URL;,logback-classic-1.2.3,ch.qos.logback.core.util.Loader::getResource(Ljava/lang/String;Ljava/lang/ClassLoader;)Ljava/net/URL;,ch.qos.logback.core.util.Loader::getResource(Ljava/lang/String;Ljava/lang/ClassLoader;)Ljava/net/URL;,logback-core-1.2.3,3
ch.qos.logback.classic.spi.LoggingEvent::getMDCPropertyMap()Ljava/util/Map;,logback-classic-1.2.3,org.slf4j.MDC::getMDCAdapter()Lorg/slf4j/spi/MDCAdapter;,org.slf4j.MDC::getMDCAdapter()Lorg/slf4j/spi/MDCAdapter;,slf4j-api-1.7.25,487
org.seimicrawler.xpath.core.node.Text$1::head(Lorg/jsoup/nodes/Node;I)V,JsoupXpath-2.4.3,org.jsoup.select.Elements::add(Ljava/lang/Object;)Z,org.jsoup.select.Elements::add(Ljava/lang/Object;)Z,jsoup-1.13.1,137
org.seimicrawler.xpath.util.CommonUtil::getElIndexInSameTags(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I,JsoupXpath-2.4.3,org.jsoup.nodes.Element::parent()Lorg/jsoup/nodes/Element;,org.jsoup.nodes.Element::parent()Lorg/jsoup/nodes/Element;,jsoup-1.13.1,243
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$EqualityExprContext::setAltNumber(I)V,JsoupXpath-2.4.3,95
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$PredicateContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,53
org.junit.runners.BlockJUnit4ClassRunner::methodBlock(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::withBefores(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,com.tngtech.java.junit.dataprovider.DataProviderRunner::withBefores(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-dataprovider-1.10.2,25
